ParkName,State,partySize,RateType,BookingType,Equipment,
Graves Island,NS ,5,Senior,CampsitePermit,Less than 20ft,
Five Islands,NS ,4,Full,CampsitePermit,Single Tent,
Smileys,ON ,4,Full,CampsitePermit,Single Tent,
Thomas Raddall,ON ,2,Full,CampsitePermit,Single Tent,
Graves Island,NS ,3,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS ,2,Full,CampsitePermit,Less than 20ft,
Valleyview,ON ,1,Senior,CampsitePermit,Less than 20ft,
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 20ft,
Thomas Raddall,NS ,3,Full,CampsitePermit,Single Tent,
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft,
Amherst Shore,NS ,2,Full,CampsitePermit,Less than 30ft,
Graves Island,NS ,4,Full,CampsitePermit,Tents,
Salsman,NS ,2,Full,CampsitePermit,Less than 30ft,
Smileys,NL ,2,Senior,CampsitePermit,Less than 20ft,
Blomidon,SK ,1,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS ,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 20ft,
Five Islands,NS ,5,Full,CampsitePermit,Less than 20ft,
Mira River,NS ,2,Full,CampsitePermit,Less than 20ft,
Laurie,QC ,2,Full,CampsitePermit,Single Tent,
Graves Island,NS ,2,Full,CampsitePermit,Single Tent,
Mira River,NS ,4,Full,CampsitePermit,Less than 30ft,
Graves Island,QC ,1,Full,CampsitePermit,Single Tent,
Whycocomagh,QC ,1,Full,CampsitePermit,Single Tent,
Graves Island,NB ,2,Full,CampsitePermit,Single Tent,
Laurie,NS ,6,Full,CampsitePermit,Tents,
Mira River,QC ,2,Full,CampsitePermit,Less than 20ft,
Thomas Raddall,NS ,2,Full,CampsitePermit,Single Tent,
Blomidon,NS ,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS ,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 30ft,
Whycocomagh,NS ,4,Full,CampsitePermit,Less than 40ft,
Thomas Raddall,NS ,2,Full,CampsitePermit,Single Tent,
Porters Lake,NS ,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS ,2,Senior,CampsitePermit,Less than 30ft,
Thomas Raddall,NB ,1,Full,CampsitePermit,Single Tent,
Porters Lake,NS ,2,Full,CampsitePermit,Single Tent,
Laurie,NS ,2,Full,CampsitePermit,Less than 40ft,
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft,
The Islands,NB ,2,Full,CampsitePermit,Single Tent,
Laurie,NS ,2,Full,CampsitePermit,Less than 30ft,
Mira River,NB ,4,Full,CampsitePermit,Less than 20ft,
Laurie,NS ,3,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS ,4,Full,CampsitePermit,Single Tent,
Amherst Shore,NS ,5,Full,CampsitePermit,Single Tent,
Battery,QC ,2,Full,CampsitePermit,Single Tent,
Smileys,NS ,2,FULL,CampsitePermit,Less than 40ft,
Amherst Shore,AB ,2,Full,CampsitePermit,Single Tent,
Amherst Shore,QC ,2,Full,CampsitePermit,Single Tent,
Five Islands,NS ,2,Full,CampsitePermit,Single Tent,
Smileys,NS ,2,Full,CampsitePermit,Single Tent,
Smileys,NS ,2,Senior,CampsitePermit,Less than 20ft,
Graves Island,ON ,3,Full,CampsitePermit,Single Tent,
Blomidon,NS ,4,Full,CampsitePermit,Single Tent,
Porters Lake,NS ,4,Full,CampsitePermit,Less than 30ft,
Mira River,QC ,2,Full,CampsitePermit,Less than 20ft,
Salsman,NS ,2,Senior,CampsitePermit,Less than 20ft,
Valleyview,NS ,2,Full,CampsitePermit,Single Tent,
Battery,NS ,6,Full,CampsitePermit,Single Tent,
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 20ft,
Graves Island,ON ,5,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,NS ,2,Senior,CampsitePermit,Less than 30ft,
Mira River,BC ,4,Full,CampsitePermit,Tents,
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent,
Graves Island,NS ,4,Full,CampsitePermit,Less than 30ft,
Laurie,NS ,3,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS ,4,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS ,8,Full,CampsitePermit,Single Tent,
Blomidon,NS ,4,Full,CampsitePermit,Tents,
Five Islands,NS ,6,Full,CampsitePermit,Tents,
Whycocomagh,NS ,4,Senior,CampsitePermit,Less than 20ft,
Battery,ON ,2,Full,CampsitePermit,Single Tent,
Battery,NS ,1,Senior,CampsitePermit,Single Tent,
Smileys,NS ,3,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS ,5,Full,CampsitePermit,Single Tent,
Porters Lake,ON ,3,Full,CampsitePermit,Less than 30ft,
Blomidon,PE ,2,Full,CampsitePermit,Single Tent,
Graves Island,QC ,1,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS ,5,Full,CampsitePermit,Tents,
Amherst Shore,NS ,3,Full,CampsitePermit,Single Tent,
Blomidon,NS ,3,Full,CampsitePermit,Single Tent,
Valleyview,NS ,2,Full,CampsitePermit,Single Tent,
Mira River,QC ,2,Full,CampsitePermit,Single Tent,
Rissers Beach,BC ,6,Full,CampsitePermit,Tents,
Caribou Munroes,NS ,2,Full,CampsitePermit,Less than 20ft,
Smileys,NS ,2,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,ON ,2,Full,CampsitePermit,Single Tent,
Mira River,PE ,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 30ft,
Laurie,MB ,2,Full,CampsitePermit,Single Tent,
The Islands,ON ,2,Full,CampsitePermit,Single Tent,
Dollar Lake,NS ,5,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,NS ,2,Full,CampsitePermit,Single Tent,
Whycocomagh,ON ,2,Senior,CampsitePermit,Less than 30ft,
Mira River,NS ,6,Full,CampsitePermit,Tents,
Blomidon,NB ,6,Full,CampsitePermit,Tents,
Mira River,NS ,2,Host,CampsitePermit,Single Tent,
Graves Island,QC ,1,Full,CampsitePermit,Single Tent,
Blomidon,NS ,1,Full,CampsitePermit,Single Tent,
Porters Lake,NS ,2,Full,CampsitePermit,Single Tent,
Mira River,NS ,2,Senior,CampsitePermit,Less than 20ft,
Graves Island,NB ,1,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,NS ,4,Full,CampsitePermit,Less than 20ft,
Porters Lake,NS ,4,Full,CampsitePermit,Less than 30ft,
Valleyview,BC ,2,Full,CampsitePermit,Single Tent,
Battery,NS ,5,Full,CampsitePermit,Single Tent,
Dollar Lake,NS ,6,Full,CampsitePermit,Tents,
Graves Island,NS ,3,Full,CampsitePermit,Less than 20ft,
Salsman,NS ,3,Full,CampsitePermit,Tents,
Dollar Lake,NS ,5,Full,CampsitePermit,Less than 20ft,
Thomas Raddall,NS ,5,Full,CampsitePermit,Less than 20ft,
Blomidon,NS ,2,Full,CampsitePermit,Less than 20ft,
The Islands,NS ,4,Full,CampsitePermit,Single Tent,
Graves Island,NS ,4,Full,CampsitePermit,Tents,
Mira River,NS ,5,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,NS ,2,Full,CampsitePermit,Less than 40ft,
Valleyview,NS ,2,Full,CampsitePermit,Single Tent,
Mira River,NS ,3,Full,CampsitePermit,Single Tent,
Blomidon,ON ,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS ,5,Full,CampsitePermit,Tents,
Mira River,NS ,3,Full,CampsitePermit,Less than 20ft,
Blomidon,NS ,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS ,1,Full,CampsitePermit,Single Tent,
Mira River,NS ,2,Full,CampsitePermit,Single Tent,
Mira River,QC ,3,Full,CampsitePermit,Less than 20ft,
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft,
Smileys,NS ,2,Full,CampsitePermit,Less than 30ft,
Porters Lake,QC ,2,Senior,CampsitePermit,Single Tent,
Smileys,NS ,4,Full,CampsitePermit,Less than 40ft,
Mira River,NS ,3,Senior,CampsitePermit,Single Tent,
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 20ft,
Salsman,NS ,3,Full,CampsitePermit,Less than 30ft,
Cape Chignecto,MB ,1,Senior,BackcountryPermit,Single Tent,
Porters Lake,NS ,3,Full,CampsitePermit,Single Tent,
Graves Island,NS ,3,Senior,CampsitePermit,Less than 30ft,
Five Islands,QC ,3,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS ,3,Full,CampsitePermit,Less than 20ft,
Mira River,NS ,2,Senior,CampsitePermit,Less than 30ft,
Caribou Munroes,NS ,2,Full,CampsitePermit,Less than 30ft,
Valleyview,NS ,6,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS ,1,Full,CampsitePermit,Single Tent,
Porters Lake,QC ,2,Full,CampsitePermit,Less than 20ft,
Battery,ON ,5,Full,CampsitePermit,Single Tent,
Smileys,NS ,2,Senior,CampsitePermit,Less than 30ft,
Dollar Lake,NS ,5,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS ,2,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,AB ,2,Full,CampsitePermit,Less than 20ft,
Porters Lake,NS ,6,Full,CampsitePermit,Tents,
Whycocomagh,NS ,4,Full,YurtPermit,Tents,
Battery,QC ,2,Full,CampsitePermit,Less than 30ft,
Porters Lake,NS ,4,Full,CampsitePermit,Less than 30ft,
Blomidon,NS ,2,Full,CampsitePermit,Less than 40ft,
Salsman,NS ,2,Full,CampsitePermit,Single Tent,
Amherst Shore,NB ,2,Senior,CampsitePermit,Single Tent,
Caribou Munroes,NS ,1,Senior,CampsitePermit,Single Tent,
Five Islands,BC ,2,Full,CampsitePermit,Less than 20ft,
Laurie,NS ,2,Senior,CampsitePermit,Less than 20ft,
Ellenwood Lake,NS ,3,Full,CampsitePermit,Single Tent,
Mira River,NS ,4,Full,CampsitePermit,Less than 30ft,
Graves Island,NS ,2,Senior,CampsitePermit,Less than 30ft,
Caribou Munroes,QC ,1,Full,CampsitePermit,Single Tent,
Dollar Lake,NS ,2,Full,CampsitePermit,Less than 30ft,
Whycocomagh,ON ,1,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,NS ,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS ,4,Full,CampsitePermit,Less than 30ft,
Blomidon,NS ,2,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,NS ,3,Full,CampsitePermit,Less than 20ft,
Graves Island,NS ,1,Full,CampsitePermit,Single Tent,
Thomas Raddall,AB ,2,Full,CampsitePermit,Single Tent,
The Islands,NS ,3,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS ,3,Full,CampsitePermit,Less than 30ft,
Graves Island,NS ,3,Full,CampsitePermit,Less than 20ft,
Amherst Shore,NS ,2,Full,CampsitePermit,Single Tent,
Ellenwood Lake,QC ,2,Full,CampsitePermit,Less than 30ft,
Thomas Raddall,NS ,2,Full,CampsitePermit,Less than 30ft,
Valleyview,ON ,2,Senior,CampsitePermit,Single Tent,
Ellenwood Lake,NS ,2,Full,CampsitePermit,Less than 20ft,
Battery,NS ,4,Full,CampsitePermit,Less than 40ft,
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft,
Amherst Shore,ON ,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS ,4,Full,CampsitePermit,Single Tent,
Battery,NS ,1,Veteran,CampsitePermit,Single Tent,
Mira River,NS ,2,Full,CampsitePermit,Single Tent,
Laurie,QC ,4,Full,CampsitePermit,Tents,
Boylston,ON ,1,Full,CampsitePermit,Single Tent,
Laurie,NS ,3,Full,CampsitePermit,Single Tent,
Blomidon,NS ,2,Full,CampsitePermit,Single Tent,
Dollar Lake,NS ,6,Full,CampsitePermit,Tents,
Amherst Shore,NS ,1,Senior,CampsitePermit,Less than 30ft,
Dollar Lake,NS ,4,Full,CampsitePermit,Single Tent,
The Islands,NS ,1,Full,CampsitePermit,Single Tent,
Graves Island,NS ,4,Full,CampsitePermit,Less than 20ft,
Blomidon,QC ,2,Full,CampsitePermit,Single Tent,
Dollar Lake,PE ,3,Full,CampsitePermit,Single Tent,
Graves Island,NS ,2,Senior,CampsitePermit,Less than 30ft,
Battery,QC ,2,Full,CampsitePermit,Single Tent,
Porters Lake,NS ,5,Full,CampsitePermit,Less than 30ft,
Porters Lake,NS ,2,Full,CampsitePermit,Less than 20ft,
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft,
Smileys,NS ,6,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS ,2,Senior,CampsitePermit,Less than 20ft,
Rissers Beach,NS ,2,Senior,CampsitePermit,Less than 30ft,
Dollar Lake,NS ,4,Full,CampsitePermit,Tents,
Amherst Shore,QC ,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS ,2,Senior,CampsitePermit,Less than 30ft,
Dollar Lake,NS ,3,Full,CampsitePermit,Single Tent,
Mira River,NS ,1,Full,CampsitePermit,Single Tent,
Porters Lake,NS ,4,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS ,2,Full,CampsitePermit,Single Tent,
Battery,QC ,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS ,4,Senior,CampsitePermit,Less than 20ft,
Whycocomagh,NS ,1,Full,CampsitePermit,Single Tent,
Mira River,NS ,3,Full,CampsitePermit,Less than 20ft,
Porters Lake,ON ,3,Senior,CampsitePermit,Tents,
Whycocomagh,NS ,1,Full,CampsitePermit,Single Tent,
Graves Island,QC ,1,Full,CampsitePermit,Single Tent,
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS ,6,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 30ft,
Porters Lake,NS ,2,Full,CampsitePermit,Less than 20ft,
Dollar Lake,BC ,4,Full,CampsitePermit,Single Tent,
Graves Island,NS ,4,Full,CampsitePermit,Less than 30ft,
Mira River,NS ,5,Full,CampsitePermit,Less than 40ft,
Caribou Munroes,ON ,1,Full,CampsitePermit,Single Tent,
Graves Island,NS ,2,Full,CampsitePermit,Single Tent,
Laurie,NS ,3,Full,CampsitePermit,Single Tent,
Mira River,NS ,3,Full,CampsitePermit,Single Tent,
Five Islands,NB ,2,Senior,CampsitePermit,Single Tent,
Amherst Shore,NS ,3,Full,CampsitePermit,Single Tent,
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft,
Blomidon,BC ,2,Full,CampsitePermit,Single Tent,
Mira River,NS ,3,Full,CampsitePermit,Single Tent,
Whycocomagh,NS ,1,Senior,CampsitePermit,Less than 30ft,
Blomidon,NS ,6,Full,CampsitePermit,Tents,
Five Islands,NS ,5,Full,CampsitePermit,Less than 20ft,
Graves Island,NS ,2,Full,CampsitePermit,Single Tent,
Porters Lake,NS ,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS ,4,Full,CampsitePermit,Single Tent,
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 20ft,
Porters Lake,NB ,2,Full,CampsitePermit,Single Tent,
Graves Island,PE ,1,Full,CampsitePermit,Single Tent,
The Islands,NS ,1,Senior,CampsitePermit,Tents,
Porters Lake,NS ,5,Full,CampsitePermit,Less than 30ft,
Five Islands,NS ,3,Full,CampsitePermit,Single Tent,
Graves Island,NS ,4,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS ,4,Full,CampsitePermit,Tents,
Blomidon,NS ,2,Full,CampsitePermit,Single Tent,
Thomas Raddall,NS ,6,Full,CampsitePermit,Tents,
Caribou Munroes,ON ,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 30ft,
Salsman,NS ,4,Full,CampsitePermit,Less than 20ft,
Mira River,NS ,3,Full,CampsitePermit,Single Tent,
Graves Island,NS ,3,Full,CampsitePermit,Less than 40ft,
Amherst Shore,BC ,1,Full,CampsitePermit,Single Tent,
Blomidon,NS ,2,Full,CampsitePermit,Single Tent,
Five Islands,AB ,2,Full,CampsitePermit,Less than 20ft,
Laurie,ON ,2,Senior,CampsitePermit,Single Tent,
Thomas Raddall,NS ,2,FULL,CampsitePermit,Less than 20ft,
Graves Island,ON ,1,Full,CampsitePermit,Single Tent,
Whycocomagh,NS ,2,Full,CampsitePermit,Single Tent,
Porters Lake,ON ,3,Senior,CampsitePermit,Less than 30ft,
Graves Island,ON ,1,Full,CampsitePermit,Single Tent,
Porters Lake,NS ,2,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,NB ,2,Senior,CampsitePermit,Less than 30ft,
Whycocomagh,ON ,2,Full,CampsitePermit,Single Tent,
Whycocomagh,NS ,3,Full,YurtPermit,Tents,
Laurie,QC ,3,Full,CampsitePermit,Single Tent,
Five Islands,NS ,3,Full,CampsitePermit,Less than 30ft,
Mira River,NS ,2,Senior,CampsitePermit,Less than 20ft,
Amherst Shore,NB ,5,Full,CampsitePermit,Tents,
Caribou Munroes,NS ,2,Full,CampsitePermit,Less than 40ft,
Whycocomagh,AB ,1,Full,CampsitePermit,Single Tent,
Rissers Beach,NS ,5,Full,CampsitePermit,Less than 40ft,
Dollar Lake,NS ,6,Full,CampsitePermit,Less than 20ft,
Dollar Lake,NS ,4,Full,CampsitePermit,Single Tent,
Mira River,NS ,2,Full,CampsitePermit,Single Tent,
Graves Island,NS ,4,Full,CampsitePermit,Less than 40ft,
Laurie,NS ,6,Full,CampsitePermit,Tents,
Five Islands,QC ,2,Senior,CampsitePermit,Less than 20ft,
Porters Lake,ON ,1,Full,CampsitePermit,Less than 20ft,
Five Islands,NS ,4,Full,CampsitePermit,Less than 20ft,
Dollar Lake,NS ,5,Full,CampsitePermit,Single Tent,
Cape Chignecto,NS ,2,Full,BackcountryPermit,Single Tent,
Mira River,QC ,2,Senior,CampsitePermit,Less than 20ft,
Blomidon,NS ,3,Full,CampsitePermit,Single Tent,
Mira River,NS ,3,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS ,4,Full,CampsitePermit,Single Tent,
Blomidon,NS ,3,Full,CampsitePermit,Single Tent,
Laurie,NS ,3,Full,CampsitePermit,Tents,
Dollar Lake,NS ,3,Full,CampsitePermit,Single Tent,
Ellenwood Lake,NS ,2,Full,CampsitePermit,Single Tent,
Battery,ON ,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS ,2,Full,CampsitePermit,Less than 20ft,
Mira River,NS ,5,Full,CampsitePermit,Less than 20ft,
The Islands,NS ,5,Full,CampsitePermit,Single Tent,
Battery,NS ,4,Full,CampsitePermit,Single Tent,
Laurie,QC ,2,Full,CampsitePermit,Single Tent,
Five Islands,NS ,4,Full,CampsitePermit,Single Tent,
Rissers Beach,NS ,5,Full,CampsitePermit,Single Tent,
Rissers Beach,BC ,2,Senior,CampsitePermit,Single Tent,
Smileys,NS ,2,Full,CampsitePermit,Less than 30ft,
Dollar Lake,NS ,5,Full,CampsitePermit,Tents,
Mira River,NS ,4,Full,CampsitePermit,Less than 40ft,
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft,
The Islands,NS ,2,Senior,CampsitePermit,Less than 20ft,
Battery,ON ,2,Senior,CampsitePermit,Single Tent,
Thomas Raddall,NS ,6,Senior,CampsitePermit,Tents,
Graves Island,QC ,1,Full,CampsitePermit,Single Tent,
Battery,NS ,1,Full,CampsitePermit,Single Tent,
Rissers Beach,NS ,2,Senior,CampsitePermit,Less than 30ft,
Caribou Munroes,NS ,5,Full,CampsitePermit,Less than 40ft,
Laurie,NS ,2,Full,CampsitePermit,Less than 20ft,
Blomidon,NS ,2,Full,CampsitePermit,Less than 30ft,
Mira River,NS ,2,Full,CampsitePermit,Less than 20ft,
Graves Island,NS ,4,Full,CampsitePermit,Less than 20ft,
Mira River,NS ,2,Full,CampsitePermit,Single Tent,
Graves Island,NS ,4,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS ,2,Full,CampsitePermit,Less than 20ft,
Mira River,NS ,3,Full,CampsitePermit,Less than 30ft,
Rissers Beach,ON ,2,Full,CampsitePermit,Less than 20ft,
Mira River,NS ,2,Senior,CampsitePermit,Less than 30ft,
Mira River,QC ,2,Full,CampsitePermit,Single Tent,
Five Islands,NS ,4,Full,CampsitePermit,Tents,
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent,
Whycocomagh,NS ,2,Full,CampsitePermit,Less than 20ft,
Porters Lake,QC ,4,Full,CampsitePermit,Single Tent,
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 30ft,
Five Islands,NS ,5,Full,CampsitePermit,Less than 20ft,
Mira River,NS ,2,Full,CampsitePermit,Less than 30ft,
Caribou Munroes,QC ,2,Full,CampsitePermit,Single Tent,
Dollar Lake,NS ,1,Full,CampsitePermit,Single Tent,
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 40ft,
Five Islands,NS ,7,Full,CampsitePermit,Single Tent,
Blomidon,NS ,5,Full,CampsitePermit,Single Tent,
Cape Chignecto,NB ,2,Full,BackcountryPermit,Single Tent,
Five Islands,ON ,4,Full,CampsitePermit,Single Tent,
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 20ft,
Caribou Munroes,QC ,4,Full,CampsitePermit,Tents,
Graves Island,QC ,2,Full,CampsitePermit,Single Tent,
Battery,QC ,1,Full,CampsitePermit,Single Tent,
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft,
The Islands,NS ,2,Full,CampsitePermit,Single Tent,
Caribou Munroes,NS ,2,Full,CampsitePermit,Single Tent,
Graves Island,NS ,3,Senior,CampsitePermit,Less than 20ft,
Dollar Lake,NS ,4,Full,CampsitePermit,Tents,
The Islands,NS ,2,Full,CampsitePermit,Less than 30ft,
Whycocomagh,BC ,3,Senior,CampsitePermit,Less than 20ft,
Laurie,ON ,4,Full,CampsitePermit,Less than 30ft,
Blomidon,NS ,4,Veteran,CampsitePermit,Less than 40ft,
Rissers Beach,NS ,2,Senior,CampsitePermit,Less than 30ft,
Battery,QC ,2,Full,CampsitePermit,Single Tent,
Mira River,NS ,2,Full,CampsitePermit,Less than 30ft,
Rissers Beach,NS ,2,Full,CampsitePermit,Single Tent,
Smileys,NS ,2,Full,CampsitePermit,Single Tent,
Cape Chignecto,NS ,2,Full,BackcountryPermit,Single Tent,
Caribou Munroes,NS ,5,Full,CampsitePermit,Less than 20ft,
Valleyview,NS ,6,Full,CampsitePermit,Tents,
Porters Lake,NS ,1,Full,CampsitePermit,Single Tent,
Cape Chignecto,PE ,1,Full,BackcountryPermit,Single Tent,
Rissers Beach,NS ,3,Full,CampsitePermit,Single Tent,
Mira River,NS ,2,Full,CampsitePermit,Single Tent,
Cape Chignecto,NS ,1,Full,BackcountryPermit,Single Tent,
Smileys,PE ,2,Full,CampsitePermit,Single Tent,
Graves Island,NS ,2,Full,CampsitePermit,Less than 40ft,
Porters Lake,ON ,2,Full,CampsitePermit,Single Tent,
The Islands,NS ,1,Full,CampsitePermit,Single Tent,
Five Islands,BC ,2,Senior,CampsitePermit,Single Tent,
Valleyview,NS ,2,Full,CampsitePermit,Less than 30ft,
Laurie,ON ,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 30ft,
Laurie,NS ,2,Full,CampsitePermit,Single Tent,
Blomidon,NS ,2,Senior,CampsitePermit,Less than 30ft,
Five Islands,NS ,2,Host,CampsitePermit,Less than 20ft,
The Islands,QC ,3,Full,CampsitePermit,Less than 20ft,
Mira River,ON ,2,Senior,CampsitePermit,Less than 20ft,
Cape Chignecto,NS ,2,Full,BackcountryPermit,Single Tent,
Valleyview,NS ,4,Full,CampsitePermit,Single Tent,
Thomas Raddall,ON ,5,Full,CampsitePermit,Tents,
Blomidon,NS ,4,Full,CampsitePermit,Single Tent,
Laurie,NS ,4,Full,CampsitePermit,Tents,
Dollar Lake,NS ,4,Full,CampsitePermit,Single Tent,
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 30ft,
Whycocomagh,NS ,2,Full,CampsitePermit,Single Tent,
Blomidon,NS ,3,Full,CampsitePermit,Less than 40ft,
Amherst Shore,NS ,2,Senior,CampsitePermit,Less than 30ft,
Whycocomagh,ON ,4,Full,CampsitePermit,Less than 30ft,
Whycocomagh,NS ,2,Full,CampsitePermit,Less than 20ft,
Cape Chignecto,NB ,2,Full,BackcountryPermit,Single Tent,
Five Islands,ON ,2,Full,CampsitePermit,Less than 20ft,
Ellenwood Lake,NS ,2,Senior,CampsitePermit,Less than 30ft,
Mira River,NS ,4,Full,CampsitePermit,Single Tent,
Laurie,ON ,3,Full,CampsitePermit,Tents,
Five Islands,NS ,2,Senior,CampsitePermit,Single Tent,
Laurie,NS ,2,Full,CampsitePermit,Single Tent,
Amherst Shore,NS ,3,Full,CampsitePermit,Tents,
Mira River,QC ,2,Full,CampsitePermit,Single Tent,
Valleyview,NS ,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 20ft,
Mira River,NS ,2,Full,CampsitePermit,Single Tent,
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 20ft,
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 30ft,
Five Islands,NS ,4,Full,CampsitePermit,Less than 20ft,
Whycocomagh,NS ,4,Full,CampsitePermit,Single Tent,
Graves Island,NS ,3,Full,CampsitePermit,Less than 20ft,
Rissers Beach,AB ,5,Full,CampsitePermit,Less than 30ft,
Amherst Shore,NB ,1,Senior,CampsitePermit,Single Tent,
Blomidon,NS ,3,Full,CampsitePermit,Single Tent,
Amherst Shore,ON ,4,Full,CampsitePermit,Tents,
Ellenwood Lake,NB ,4,Full,CampsitePermit,Single Tent,
Caribou Munroes,NT ,10,Full,CampsitePermit,Tents,
Amherst Shore,NS ,1,Full,CampsitePermit,Single Tent,
Mira River,NS ,6,Full,CampsitePermit,Tents,
Cape Chignecto,NS ,2,Full,BackcountryPermit,Single Tent,
Graves Island,NS ,4,Full,CampsitePermit,Less than 30ft,
